SITE,PLOT,Notes,PD_code
57,15,35 Fallen brkn,35
57,15,36 Fallen uprtd.,36
57,15,37 Leg.v.rotten,37
57,15,38 Fall. bnh.>10cm,38
57,15,43 Bryo.base,43
57,15,112 Other deer,112
57,15,117 Squirrel,117
57,16,11 Stump hard.old,11
57,16,16 Ash,16
57,16,21 Hazel,21
57,16,31 Other hrwd.,31
57,16,35 Fallen brkn,35
57,16,43 Bryo.base,43
57,16,49 Ivy,49
57,16,50 Macrofungi,50
57,16,112 Other deer,112
57,16,116 Mole,116
57,16,120 Spent ctrdgs.,120
58,1,16 Ash,16
58,1,35 Fallen brkn,35
58,1,43 Bryo.base,43
58,1,44 Bryo.trunk,44
58,1,45 Bryo.branch,45
58,1,46 Lichen trunk,46
58,1,47 Lichen branch,47
58,1,52 Rocks 5-50cm,52
58,1,67 Strm/riv. fast,67
58,1,117 Squirrel,117
58,2,11 Stump hard.old,11
58,2,21 Hazel,21
58,2,22 Holly,22
58,2,35 Fallen brkn,35
58,2,37 Leg.v.rotten,37
58,2,39 Hollow tree,39
58,2,43 Bryo.base,43
58,2,44 Bryo.trunk,44
58,2,45 Bryo.branch,45
58,2,48 Ferm,48
58,2,49 Ivy,49
58,2,50 Macrofungi,50
58,2,105 Macfungi.soil,105
58,2,117 Squirrel,117
58,3,43 Bryo.base,43
58,3,44 Bryo.trunk,44
58,3,46 Lichen trunk,46
58,3,47 Lichen branch,47
58,3,48 Ferm,48
58,3,50 Macrofungi,50
58,3,52 Rocks 5-50cm,52
58,3,52 Boulders >50cm,52
58,3,58 Bryo.covd.rock,58
58,3,75 Gld.5-12m,75
58,3,99 Bracken dense,99
58,3,102 Grass bank,102
58,3,107 Sheep,107
58,3,119 Copse/bones,119
58,4,114 Badger,114
58,4,115 Fox,115
58,5,16 Ash,16
58,5,22 Holly,22
58,5,38 Fall. bnh.>10cm,38
58,5,43 Bryo.base,43
58,5,44 Bryo.trunk,44
58,5,45 Bryo.branch,45
58,5,46 Lichen trunk,46
58,5,47 Lichen branch,47
58,5,52 Rocks 5-50cm,52
58,5,58 Bryo.covd.rock,58
58,5,102 Grass bank,102
58,6,25 Oak,25
58,6,38 Fall. bnh.>10cm,38
58,6,43 Bryo.base,43
58,6,45 Bryo.branch,45
58,6,46 Lichen trunk,46
58,6,47 Lichen branch,47
58,6,50 Macrofungi,50
58,6,83 Wall dry,83
58,6,86 Embankment,86
58,6,99 Bracken dense,99
58,6,100 Moss bank,100
58,6,102 Grass bank,102
58,6,106 Macfungi.wood,106
58,6,117 Squirrel,117
58,7,16 Ash,16
58,7,48 Ferm,48
58,7,70 Marsh/bog,70
58,8,22 Holly,22
58,8,43 Bryo.base,43
58,8,44 Bryo.trunk,44
58,8,45 Bryo.branch,45
58,8,46 Lichen trunk,46
58,8,58 Bryo.covd.rock,58
58,8,66 Strm/riv.slow,66
58,8,102 Grass bank,102
58,9,22 Holly,22
58,9,25 Oak,25
58,9,35 Fallen brkn,35
58,9,38 Fall. bnh.>10cm,38
58,9,40 Rot hole,40
58,9,42 Stump >10cm,42
58,9,44 Bryo.trunk,44
58,9,45 Bryo.branch,45
58,9,46 Lichen trunk,46
58,9,47 Lichen branch,47
58,9,52 Rocks 5-50cm,52
58,9,62 Exp.min.soil,62
58,9,79 Path <5m,79
58,9,102 Grass bank,102
58,10,18 Beech,18
58,10,25 Oak,25
58,10,38 Fall. bnh.>10cm,38
58,10,42 Stump >10cm,42
58,10,43 Bryo.base,43
58,10,44 Bryo.trunk,44
58,10,46 Lichen trunk,46
58,10,52 Rocks 5-50cm,52
58,10,58 Bryo.covd.rock,58
58,10,105 Macfungi.soil,105
58,11,18 Beech,18
58,11,37 Leg.v.rotten,37
58,11,38 Fall. bnh.>10cm,38
58,11,43 Bryo.base,43
58,11,44 Bryo.trunk,44
58,11,45 Bryo.branch,45
58,11,102 Grass bank,102
58,12,37 Leg.v.rotten,37
58,12,38 Fall. bnh.>10cm,38
58,12,43 Bryo.base,43
58,12,44 Bryo.trunk,44
58,12,46 Lichen trunk,46
58,12,47 Lichen branch,47
58,12,50 Macrofungi,50
58,12,52 Rocks 5-50cm,52
58,12,58 Bryo.covd.rock,58
58,12,94 Bramble clump,94
58,12,102 Grass bank,102
58,12,106 Macfungi.wood,106
58,13,16 Ash,16
58,13,43 Bryo.base,43
58,13,44 Bryo.trunk,44
58,13,45 Bryo.branch,45
58,13,46 Lichen trunk,46
58,13,49 Ivy,49
58,13,70 Marsh/bog,70
58,13,94 Bramble clump,94
58,14,16 Ash,16
58,14,25 Oak,25
58,14,29 Sycamore,29
58,14,43 Bryo.base,43
58,14,44 Bryo.trunk,44
58,14,45 Bryo.branch,45
58,14,46 Lichen trunk,46
58,14,47 Lichen branch,47
58,14,52 Boulders >50cm,52
58,14,79 Path <5m,79
58,14,90 Rubbish other,90
58,15,16 Ash,16
58,15,20 Hawthorn,20
58,15,22 Holly,22
58,15,25 Oak,25
58,15,29 Sycamore,29
58,15,43 Bryo.base,43
58,15,44 Bryo.trunk,44
58,15,45 Bryo.branch,45
58,15,48 Ferm,48
58,15,70 Marsh/bog,70
58,15,105 Macfungi.soil,105
58,15,117 Squirrel,117
58,16,25 Oak,25
59,2,63 Sml.pool <1m2,63
59,2,76 Gld.>12m,76
59,2,107 Sheep,107
59,2,108 Cattle,108
59,3,15 Alder,15
59,3,19 Birch,19
59,3,37 Leg.v.rotten,37
59,3,42 Stump >10cm,42
59,3,43 Bryo.base,43
59,3,44 Bryo.trunk,44
59,3,45 Bryo.branch,45
59,3,46 Lichen trunk,46
59,3,47 Lichen branch,47
59,3,52 Rocks 5-50cm,52
59,3,58 Bryo.covd.rock,58
59,3,63 Sml.pool <1m2,63
59,3,107 Sheep,107
59,3,108 Cattle,108
59,4,11 Stump hard.old,11
59,4,35 Fallen brkn,35
59,4,37 Leg.v.rotten,37
59,4,38 Fall. bnh.>10cm,38
59,4,43 Bryo.base,43
59,4,44 Bryo.trunk,44
59,4,45 Bryo.branch,45
59,4,63 Sml.pool <1m2,63
59,4,70 Marsh/bog,70
59,4,76 Gld.>12m,76
59,4,106 Macfungi.wood,106
59,4,108 Cattle,108
59,5,19 Birch,19
59,5,25 Oak,25
59,5,36 Fallen uprtd.,36
59,5,37 Leg.v.rotten,37
59,5,38 Fall. bnh.>10cm,38
59,5,43 Bryo.base,43
59,5,44 Bryo.trunk,44
59,5,45 Bryo.branch,45
59,5,46 Lichen trunk,46
59,5,47 Lichen branch,47
59,5,63 Sml.pool <1m2,63
59,5,68 Aquatic veg.,68
59,5,72 Dtch/drain wet,72
59,5,106 Macfungi.wood,106
59,6,38 Fall. bnh.>10cm,38
59,6,43 Bryo.base,43
59,6,44 Bryo.trunk,44
59,6,45 Bryo.branch,45
59,6,46 Lichen trunk,46
59,6,47 Lichen branch,47
59,6,70 Marsh/bog,70
59,7,19 Birch,19
59,7,31 Other hrwd.,31
59,7,36 Fallen uprtd.,36
59,7,37 Leg.v.rotten,37
59,7,38 Fall. bnh.>10cm,38
59,7,42 Stump >10cm,42
59,7,43 Bryo.base,43
59,7,44 Bryo.trunk,44
59,7,45 Bryo.branch,45
59,7,46 Lichen trunk,46
59,7,47 Lichen branch,47
59,7,70 Marsh/bog,70
59,7,90 Rubbish other,90
59,7,112 Other deer,112
59,9,35 Fallen brkn,35
59,9,41 Stump<10cm,41
59,9,46 Lichen trunk,46
59,9,47 Lichen branch,47
59,9,70 Marsh/bog,70
59,9,76 Gld.>12m,76
59,9,104 Herb veg.>1m,104
59,9,108 Cattle,108
59,10,35 Fallen brkn,35
59,10,36 Fallen uprtd.,36
59,10,37 Leg.v.rotten,37
59,10,38 Fall. bnh.>10cm,38
59,10,43 Bryo.base,43
59,10,44 Bryo.trunk,44
59,10,45 Bryo.branch,45
59,10,46 Lichen trunk,46
59,10,47 Lichen branch,47
59,10,48 Ferm,48
59,10,50 Macrofungi,50
59,10,70 Marsh/bog,70
59,11,35 Fallen brkn,35
59,11,36 Fallen uprtd.,36
59,11,37 Leg.v.rotten,37
59,11,38 Fall. bnh.>10cm,38
59,11,41 Stump<10cm,41
59,11,43 Bryo.base,43
59,11,44 Bryo.trunk,44
59,11,45 Bryo.branch,45
59,11,46 Lichen trunk,46
59,11,47 Lichen branch,47
59,11,68 Aquatic veg.,68
59,11,70 Marsh/bog,70
59,11,72 Dtch/drain wet,72
59,11,107 Sheep,107
59,11,112 Other deer,112
59,12,35 Fallen brkn,35
59,12,36 Fallen uprtd.,36
59,12,37 Leg.v.rotten,37
59,12,38 Fall. bnh.>10cm,38
59,12,63 Sml.pool <1m2,63
59,12,68 Aquatic veg.,68
59,12,70 Marsh/bog,70
59,12,106 Macfungi.wood,106
59,13,35 Fallen brkn,35
59,13,36 Fallen uprtd.,36
59,13,37 Leg.v.rotten,37
59,13,38 Fall. bnh.>10cm,38
59,13,41 Stump<10cm,41
59,13,42 Stump >10cm,42
59,13,43 Bryo.base,43
59,13,44 Bryo.trunk,44
59,13,45 Bryo.branch,45
59,13,46 Lichen trunk,46
59,13,47 Lichen branch,47
59,13,48 Ferm,48
59,13,50 Macrofungi,50
59,13,68 Aquatic veg.,68
59,13,70 Marsh/bog,70
59,13,71 Dtch/drain dry,71
59,13,106 Macfungi.wood,106
59,13,112 Other deer,112
59,14,15 Alder,15
59,14,35 Fallen brkn,35
59,14,36 Fallen uprtd.,36
59,14,37 Leg.v.rotten,37
59,14,38 Fall. bnh.>10cm,38
59,14,41 Stump<10cm,41
59,14,43 Bryo.base,43
59,14,44 Bryo.trunk,44
59,14,45 Bryo.branch,45
59,14,46 Lichen trunk,46
59,14,47 Lichen branch,47
59,14,72 Dtch/drain wet,72
59,14,105 Macfungi.soil,105
59,14,106 Macfungi.wood,106
59,14,107 Sheep,107
59,14,112 Other deer,112
59,15,20 Hawthorn,20
59,15,35 Fallen brkn,35
59,15,37 Leg.v.rotten,37
59,15,38 Fall. bnh.>10cm,38
59,15,43 Bryo.base,43
59,15,44 Bryo.trunk,44
59,15,45 Bryo.branch,45
59,15,46 Lichen trunk,46
59,15,47 Lichen branch,47
59,15,48 Ferm,48
59,15,91 Blkthorn.thkt.,91
59,16,70 Marsh/bog,70
59,16,104 Herb veg.>1m,104
59,16,108 Cattle,108
60,1,,11
60,1,,16
60,1,,22
60,1,,43
60,1,,44
60,1,,45
60,1,,51
60,1,,52
60,1,,53
60,1,,55
60,1,,56
60,1,,89
60,1,,105
60,1,,112
60,2,,12
60,2,,13
60,2,,20
60,2,,22
60,2,,29
60,2,,33
60,2,,37
60,2,,41
60,2,,42
60,2,,43
60,2,,44
60,2,,51
60,2,,52
60,2,,53
60,2,,55
60,2,,48
60,2,,75
60,2,,85
60,2,,89
60,2,,105
60,2,,106
60,2,,112
60,3,,7
60,3,,22
60,3,,33
60,3,,49
60,3,,51
60,3,,52
60,3,,53
60,3,,55
60,3,,58
60,3,,62
60,3,,90
60,3,,105
60,3,,106
60,3,,112
60,4,,16
60,4,,29
60,4,,31
60,4,,36
60,4,,37
60,4,,41
60,4,,42
60,4,,43
60,4,,44
60,4,,49
60,4,,50
60,4,,55
60,4,,58
60,4,,105
60,4,,112
60,5,,33
60,5,,37
60,5,,43
60,5,,44
60,5,,51
60,5,,52
60,5,,53
60,5,,55
60,5,,58
60,5,,105
60,5,,106
60,6,,10
60,6,,11
60,6,,12
60,6,,16
60,6,,20
60,6,,43
60,6,,44
60,6,,49
60,6,,50
60,6,,51
60,6,,52
60,6,,53
60,6,,55
60,6,,58
60,6,,75
60,6,,89
60,6,,105
60,6,,112
60,6,,118
60,7,,7
60,7,,16
60,7,,29
60,7,,35
60,7,,37
60,7,,38
60,7,,41
60,7,,42
60,7,,43
60,7,,44
60,7,,45
60,7,,49
60,7,,52
60,7,,53
60,7,,55
60,7,,58
60,7,,105
60,7,,112
60,8,,11
60,8,,13
60,8,,20
60,8,,22
60,8,,33
60,8,,35
60,8,,37
60,8,,43
60,8,,44
60,8,,51
60,8,,10
60,9,,12
60,9,,13
60,9,,16
60,9,,19
60,9,,20
60,9,,22
60,9,,25
60,9,,29
60,9,,31
60,9,,33
60,9,,35
60,9,,37
60,9,,38
60,9,,42
60,9,,51
60,9,,52
60,9,,53
60,9,,55
60,9,,58
60,9,,75
60,9,,83
60,9,,105
60,9,,112
60,10,,10
60,10,,11
60,10,,12
60,10,,16
60,10,,26
60,10,,33
60,10,,35
60,10,,37
60,10,,41
60,10,,43
60,10,,44
60,10,,55
60,10,,58
60,10,,76
60,10,,105
60,10,,112
60,11,,10
60,11,,11
60,11,,13
60,11,,20
60,11,,22
60,11,,31
60,11,,33
60,11,,45
60,11,,51
60,11,,52
60,11,,53
60,11,,55
60,11,,76
60,11,,85
60,11,,105
60,11,,112
60,12,,7
60,12,,11
60,12,,13
60,12,,16
60,12,,20
60,12,,22
60,12,,35
60,12,,43
60,12,,44
60,12,,50
60,12,,51
60,12,,52
60,12,,53
60,12,,55
60,12,,58
60,12,,105
60,12,,112
60,13,,7
60,13,,16
60,13,,20
60,13,,25
60,13,,33
60,13,,35
60,13,,37
60,13,,38
60,13,,41
60,13,,43
60,13,,44
60,13,,45
60,13,,52
60,13,,53
60,13,,55
60,13,,58
60,13,,76
60,13,,112
60,14,,7
60,14,,16
60,14,,20
60,14,,22
60,14,,35
60,14,,37
60,14,,38
60,14,,41
60,14,,43
60,14,,51
60,14,,52
60,14,,53
60,14,,55
60,14,,58
60,14,,75
60,14,,79
60,14,,105
60,14,,112
60,15,,7
60,15,,9
60,15,,12
60,15,,16
60,15,,19
60,15,,20
60,15,,21
60,15,,22
60,15,,31
60,15,,33
60,15,,35
60,15,,51
60,15,,52
60,15,,53
60,15,,55
60,15,,58
60,15,,76
60,15,,112
60,16,,7
60,16,,16
60,16,,33
60,16,,35
60,16,,37
60,16,,38
60,16,,41
60,16,,42
60,16,,43
60,16,,44
60,16,,51
60,16,,52
60,16,,53
60,16,,55
60,16,,58
60,16,,105
60,16,,106
60,16,,112
61,1,7 Cop. Stool,7
61,1,26 Rowan,26
61,1,43 Bryo.base,43
61,1,112 Other deer,112
61,2,10 Stump hard.new,10
61,2,11 Stump hard.old,11
61,2,21 Hazel,21
61,2,22 Holly,22
61,2,25 Oak,25
61,2,71 Dtch/drain dry,71
61,2,76 Gld.>12m,76
61,2,112 Other deer,112
61,3,76 Gld.>12m,76
61,3,97 W.herb clump,97
61,3,118 Anthill,118
61,4,11 Stump hard.old,11
61,4,19 Birch,19
61,4,25 Oak,25
61,4,26 Rowan,26
61,4,112 Other deer,112
61,5,43 Bryo.base,43
61,5,71 Dtch/drain dry,71
61,5,94 Bramble clump,94
61,5,98 Umbel.clump,98
61,6,11 Stump hard.old,11
61,6,25 Oak,25
61,6,71 Dtch/drain dry,71
61,6,76 Gld.>12m,76
61,6,112 Other deer,112
61,7,11 Stump hard.old,11
61,7,38 Fall. bnh.>10cm,38
61,7,105 Macfungi.soil,105
61,7,112 Other deer,112
61,7,117 Squirrel,117
61,8,19 Birch,19
61,8,25 Oak,25
61,8,43 Bryo.base,43
61,8,80 Ride >5m,80
61,8,117 Squirrel,117
61,9,29 Sycamore,29
61,9,37 Leg.v.rotten,37
61,9,38 Fall. bnh.>10cm,38
61,9,75 Gld.5-12m,75
61,9,112 Other deer,112
61,9,113 Rabbit,113
61,9,117 Squirrel,117
61,10,11 Stump hard.old,11
61,10,22 Holly,22
61,10,25 Oak,25
61,10,38 Fall. bnh.>10cm,38
61,10,43 Bryo.base,43
61,10,94 Bramble clump,94
61,10,106 Macfungi.wood,106
61,10,112 Other deer,112
61,10,117 Squirrel,117
61,11,11 Stump hard.old,11
61,11,21 Hazel,21
61,11,25 Oak,25
61,11,26 Rowan,26
61,11,76 Gld.>12m,76
61,11,97 W.herb clump,97
61,11,112 Other deer,112
61,12,18 Beech,18
61,12,20 Hawthorn,20
61,12,21 Hazel,21
61,12,25 Oak,25
61,12,43 Bryo.base,43
61,12,112 Other deer,112
61,12,114 Badger,114
61,13,19 Birch,19
61,13,20 Hawthorn,20
61,13,29 Sycamore,29
61,13,43 Bryo.base,43
61,13,72 Dtch/drain wet,72
61,13,112 Other deer,112
61,13,114 Badger,114
61,14,11 Stump hard.old,11
61,14,18 Beech,18
61,14,19 Birch,19
61,14,21 Hazel,21
61,14,112 Other deer,112
61,15,11 Stump hard.old,11
61,15,19 Birch,19
61,15,25 Oak,25
61,15,37 Leg.v.rotten,37
61,15,106 Macfungi.wood,106
61,15,112 Other deer,112
61,15,116 Mole,116
61,16,7 Cop. Stool,7
61,16,19 Birch,19
61,16,22 Holly,22
61,16,25 Oak,25
61,16,43 Bryo.base,43
61,16,79 Path <5m,79
61,16,86 Embankment,86
61,16,112 Other deer,112
61,16,113 Rabbit,113
62,1,7 Cop. Stool,7
62,1,35 Fallen brkn,35
62,1,36 Fallen uprtd.,36
62,1,42 Stump >10cm,42
62,1,43 Bryo.base,43
62,1,44 Bryo.trunk,44
62,1,45 Bryo.branch,45
62,1,46 Lichen trunk,46
62,1,47 Lichen branch,47
62,1,51 Stone.<5cm,51
62,1,52 Rocks 5-50cm,52
62,1,55 Rock outcp.>5m,55
62,1,58 Bryo.covd.rock,58
62,1,62 Exp.min.soil,62
62,1,83 Wall dry,83
62,1,103 Leaf drift,103
62,2,71 Dtch/drain dry,71
62,2,76 Gld.>12m,76
62,2,99 Bracken dense,99
62,2,114 Badger,114
62,3,7 Cop. Stool,7
62,3,31 Other hrwd.,31
62,3,35 Fallen brkn,35
62,3,43 Bryo.base,43
62,3,44 Bryo.trunk,44
62,3,45 Bryo.branch,45
62,3,46 Lichen trunk,46
62,3,51 Stone.<5cm,51
62,3,52 Rocks 5-50cm,52
62,3,62 Exp.min.soil,62
62,3,71 Dtch/drain dry,71
62,3,79 Path <5m,79
62,3,111 Red deer,111
62,4,7 Cop. Stool,7
62,4,35 Fallen brkn,35
62,4,37 Leg.v.rotten,37
62,4,38 Fall. bnh.>10cm,38
62,4,43 Bryo.base,43
62,4,44 Bryo.trunk,44
62,4,45 Bryo.branch,45
62,4,46 Lichen trunk,46
62,4,47 Lichen branch,47
62,4,51 Stone.<5cm,51
62,4,52 Rocks 5-50cm,52
62,4,58 Bryo.covd.rock,58
62,4,62 Exp.min.soil,62
62,4,83 Wall dry,83
62,4,103 Leaf drift,103
62,5,7 Cop. Stool,7
62,5,22 Holly,22
62,5,35 Fallen brkn,35
62,5,43 Bryo.base,43
62,5,44 Bryo.trunk,44
62,5,45 Bryo.branch,45
62,5,46 Lichen trunk,46
62,5,47 Lichen branch,47
62,5,55 Rock outcp.>5m,55
62,5,57 Rock ledges,57
62,5,58 Bryo.covd.rock,58
62,5,59 Gully,59
62,6,76 Gld.>12m,76
62,6,95 Nettle clump,95
62,7,7 Cop. Stool,7
62,7,43 Bryo.base,43
62,7,44 Bryo.trunk,44
62,7,45 Bryo.branch,45
62,7,46 Lichen trunk,46
62,7,47 Lichen branch,47
62,7,52 Rocks 5-50cm,52
62,7,52 Boulders >50cm,52
62,7,76 Gld.>12m,76
62,7,99 Bracken dense,99
62,8,7 Cop. Stool,7
62,8,16 Ash,16
62,8,43 Bryo.base,43
62,8,44 Bryo.trunk,44
62,8,46 Lichen trunk,46
62,8,76 Gld.>12m,76
62,8,94 Bramble clump,94
62,8,118 Anthill,118
62,9,7 Cop. Stool,7
62,9,21 Hazel,21
62,9,40 Rot hole,40
62,9,42 Stump >10cm,42
62,9,43 Bryo.base,43
62,9,44 Bryo.trunk,44
62,9,45 Bryo.branch,45
62,9,46 Lichen trunk,46
62,9,47 Lichen branch,47
62,9,52 Rocks 5-50cm,52
62,9,55 Rock outcp.>5m,55
62,9,58 Bryo.covd.rock,58
62,9,75 Gld.5-12m,75
62,9,99 Bracken dense,99
62,10,7 Cop. Stool,7
62,10,107 Sheep,107
62,10,109 Horse/pony,109
62,11,58 Bryo.covd.rock,58
62,11,83 Wall dry,83
62,11,102 Grass bank,102
62,11,118 Anthill,118
62,12,11 Stump hard.old,11
62,12,42 Stump >10cm,42
62,12,76 Gld.>12m,76
62,13,26 Rowan,26
62,13,55 Rock outcp.>5m,55
62,13,57 Rock ledges,57
62,13,58 Bryo.covd.rock,58
62,13,62 Exp.min.soil,62
62,13,76 Gld.>12m,76
62,13,99 Bracken dense,99
62,13,102 Grass bank,102
62,13,113 Rabbit,113
62,13,118 Anthill,118
62,14,7 Cop. Stool,7
62,14,43 Bryo.base,43
62,14,44 Bryo.trunk,44
62,14,45 Bryo.branch,45
62,14,46 Lichen trunk,46
62,14,47 Lichen branch,47
62,14,51 Stone.<5cm,51
62,14,52 Rocks 5-50cm,52
62,14,55 Rock outcp.>5m,55
62,14,57 Rock ledges,57
62,14,58 Bryo.covd.rock,58
62,14,62 Exp.min.soil,62
62,15,7 Cop. Stool,7
62,15,36 Fallen uprtd.,36
62,15,37 Leg.v.rotten,37
62,15,38 Fall. bnh.>10cm,38
62,15,43 Bryo.base,43
62,15,44 Bryo.trunk,44
62,15,45 Bryo.branch,45
62,15,46 Lichen trunk,46
62,15,47 Lichen branch,47
62,15,51 Stone.<5cm,51
62,15,52 Rocks 5-50cm,52
62,15,52 Boulders >50cm,52
62,15,55 Rock outcp.>5m,55
62,15,58 Bryo.covd.rock,58
62,15,62 Exp.min.soil,62
62,16,43 Bryo.base,43
62,16,44 Bryo.trunk,44
62,16,45 Bryo.branch,45
62,16,46 Lichen trunk,46
62,16,51 Stone.<5cm,51
62,16,52 Rocks 5-50cm,52
62,16,52 Boulders >50cm,52
62,16,55 Rock outcp.>5m,55
62,16,57 Rock ledges,57
62,16,58 Bryo.covd.rock,58
62,16,62 Exp.min.soil,62
62,16,107 Sheep,107
62,16,108 Cattle,108
62,16,113 Rabbit,113
63,1,7 Cop. Stool,7
63,1,43 Bryo.base,43
63,1,49 Ivy,49
63,1,75 Gld.5-12m,75
63,1,79 Path <5m,79
63,1,116 Mole,116
63,2,7 Cop. Stool,7
63,2,16 Ash,16
63,2,20 Hawthorn,20
63,2,38 Fall. bnh.>10cm,38
63,2,43 Bryo.base,43
63,2,49 Ivy,49
63,2,94 Bramble clump,94
63,2,95 Nettle clump,95
63,2,116 Mole,116
63,3,7 Cop. Stool,7
63,3,16 Ash,16
63,3,20 Wych elm,20
63,3,43 Bryo.base,43
63,3,49 Ivy,49
63,3,79 Path <5m,79
63,3,112 Other deer,112
63,3,116 Mole,116
63,4,7 Cop. Stool,7
63,4,16 Ash,16
63,4,43 Bryo.base,43
63,4,46 Lichen trunk,46
63,4,75 Gld.5-12m,75
63,4,79 Path <5m,79
63,4,116 Mole,116
63,5,7 Cop. Stool,7
63,5,16 Ash,16
63,5,29 Sycamore,29
63,5,43 Bryo.base,43
63,5,49 Ivy,49
63,5,79 Path <5m,79
63,5,95 Nettle clump,95
63,6,16 Ash,16
63,6,18 Beech,18
63,6,22 Holly,22
63,6,25 Oak,25
63,6,29 Sycamore,29
63,6,33 Yew,33
63,6,35 Fallen brkn,35
63,6,43 Bryo.base,43
63,6,46 Lichen trunk,46
63,6,49 Ivy,49
63,6,56 Cliff >5m,56
63,6,75 Gld.5-12m,75
63,6,79 Path <5m,79
63,6,87 Soil excav.,87
63,6,114 Badger,114
63,7,7 Cop. Stool,7
63,7,16 Ash,16
63,7,20 Hawthorn,20
63,7,22 Holly,22
63,7,35 Fallen brkn,35
63,7,42 Stump >10cm,42
63,7,61 Exp.grav/sand,61
63,7,66 Strm/riv.slow,66
63,7,79 Path <5m,79
63,7,94 Bramble clump,94
63,7,95 Nettle clump,95
63,8,7 Cop. Stool,7
63,8,16 Ash,16
63,8,25 Oak,25
63,8,35 Fallen brkn,35
63,8,43 Bryo.base,43
63,8,49 Ivy,49
63,8,112 Other deer,112
63,9,22 Holly,22
63,9,31 Other hrwd.,31
63,9,35 Fallen brkn,35
63,9,36 Fallen uprtd.,36
63,9,43 Bryo.base,43
63,9,44 Bryo.trunk,44
63,9,46 Lichen trunk,46
63,9,49 Ivy,49
63,9,50 Macrofungi,50
63,9,62 Exp.min.soil,62
63,9,75 Gld.5-12m,75
63,9,116 Mole,116
63,10,7 Cop. Stool,7
63,10,16 Ash,16
63,10,22 Holly,22
63,10,35 Fallen brkn,35
63,10,43 Bryo.base,43
63,10,49 Ivy,49
63,10,75 Gld.5-12m,75
63,10,94 Bramble clump,94
63,10,112 Other deer,112
63,10,116 Mole,116
63,11,16 Ash,16
63,11,22 Holly,22
63,11,25 Oak,25
63,11,20 Wych elm,20
63,11,35 Fallen brkn,35
63,11,43 Bryo.base,43
63,11,49 Ivy,49
63,11,75 Gld.5-12m,75
63,11,94 Bramble clump,94
63,11,112 Other deer,112
63,12,7 Cop. Stool,7
63,12,18 Beech,18
63,12,21 Hazel,21
63,12,35 Fallen brkn,35
63,12,38 Fall. bnh.>10cm,38
63,12,43 Bryo.base,43
63,12,49 Ivy,49
63,12,79 Path <5m,79
63,13,7 Cop. Stool,7
63,13,16 Ash,16
63,13,21 Hazel,21
63,13,25 Oak,25
63,13,35 Fallen brkn,35
63,13,42 Stump >10cm,42
63,13,43 Bryo.base,43
63,13,75 Gld.5-12m,75
63,13,79 Path <5m,79
63,13,94 Bramble clump,94
63,13,112 Other deer,112
63,15,7 Cop. Stool,7
63,15,11 Stump hard.old,11
63,15,16 Ash,16
63,15,20 Hawthorn,20
63,15,22 Holly,22
63,15,43 Bryo.base,43
63,15,79 Path <5m,79
63,16,16 Ash,16
63,16,20 Hawthorn,20
63,16,25 Oak,25
63,16,31 Other hrwd.,31
63,16,42 Stump >10cm,42
63,16,43 Bryo.base,43
63,16,66 Strm/riv.slow,66
63,16,79 Path <5m,79
63,16,94 Bramble clump,94
63,16,114 Badger,114
64,1,107 Sheep,107
64,1,108 Cattle,108
64,2,10 Stump hard.new,10
64,2,16 Ash,16
64,2,37 Leg.v.rotten,37
64,2,38 Fall. bnh.>10cm,38
64,2,42 Stump >10cm,42
64,2,43 Bryo.base,43
64,2,44 Bryo.trunk,44
64,2,45 Bryo.branch,45
64,2,46 Lichen trunk,46
64,2,47 Lichen branch,47
64,2,51 Stone.<5cm,51
64,2,113 Rabbit,113
64,3,107 Sheep,107
64,3,108 Cattle,108
64,4,11 Stump hard.old,11
64,4,13 Stump con.old,13
64,4,35 Fallen brkn,35
64,4,37 Leg.v.rotten,37
64,4,38 Fall. bnh.>10cm,38
64,4,42 Stump >10cm,42
64,4,43 Bryo.base,43
64,4,52 Rocks 5-50cm,52
64,4,58 Bryo.covd.rock,58
64,4,62 Exp.min.soil,62
64,4,93 Rhodo.thkt.,93
64,4,100 Moss bank,100
64,4,103 Leaf drift,103
64,4,105 Macfungi.soil,105
64,4,113 Rabbit,113
64,5,11 Stump hard.old,11
64,5,35 Fallen brkn,35
64,5,37 Leg.v.rotten,37
64,5,38 Fall. bnh.>10cm,38
64,5,42 Stump >10cm,42
64,5,43 Bryo.base,43
64,5,44 Bryo.trunk,44
64,5,45 Bryo.branch,45
64,5,46 Lichen trunk,46
64,5,47 Lichen branch,47
64,5,51 Stone.<5cm,51
64,5,52 Rocks 5-50cm,52
64,5,58 Bryo.covd.rock,58
64,5,62 Exp.min.soil,62
64,5,103 Leaf drift,103
64,6,76 Gld.>12m,76
64,6,99 Bracken dense,99
64,7,13 Stump con.old,13
64,7,37 Leg.v.rotten,37
64,7,38 Fall. bnh.>10cm,38
64,7,42 Stump >10cm,42
64,7,43 Bryo.base,43
64,7,51 Stone.<5cm,51
64,7,58 Bryo.covd.rock,58
64,7,62 Exp.min.soil,62
64,7,79 Path <5m,79
64,8,13 Stump con.old,13
64,8,35 Fallen brkn,35
64,8,36 Fallen uprtd.,36
64,8,41 Stump<10cm,41
64,8,42 Stump >10cm,42
64,8,43 Bryo.base,43
64,8,46 Lichen trunk,46
64,9,11 Stump hard.old,11
