SITE,PLOT,Notes,PD_code
34,11,38 Fall. bnh.>10cm,38
34,11,41 Stump<10cm,41
34,11,42 Stump >10cm,42
34,11,43 Bryo.base,43
34,11,49 Ivy,49
34,11,62 Exp.min.soil,62
34,11,76 Gld.>12m,76
34,11,92 Hawthron thkt.,92
34,11,104 Herb veg.>1m,104
34,11,120 Spent ctrdgs.,120
34,12,7 Cop. Stool,7
34,12,11 Stump hard.old,11
34,12,16 Ash,16
34,12,19 Birch,19
34,12,35 Fallen brkn,35
34,12,37 Leg.v.rotten,37
34,12,38 Fall. bnh.>10cm,38
34,12,42 Stump >10cm,42
34,12,43 Bryo.base,43
34,12,49 Ivy,49
34,12,62 Exp.min.soil,62
34,12,92 Hawthron thkt.,92
34,13,7 Cop. Stool,7
34,13,10 Stump hard.new,10
34,13,16 Ash,16
34,13,38 Fall. bnh.>10cm,38
34,13,42 Stump >10cm,42
34,13,43 Bryo.base,43
34,13,46 Lichen trunk,46
34,13,62 Exp.min.soil,62
34,13,76 Gld.>12m,76
34,13,79 Path <5m,79
34,13,94 Bramble clump,94
34,13,104 Herb veg.>1m,104
34,13,117 Squirrel,117
34,14,7 Cop. Stool,7
34,14,35 Fallen brkn,35
34,14,36 Fallen uprtd.,36
34,14,37 Leg.v.rotten,37
34,14,38 Fall. bnh.>10cm,38
34,14,49 Ivy,49
34,14,62 Exp.min.soil,62
34,14,94 Bramble clump,94
34,15,7 Cop. Stool,7
34,15,10 Stump hard.new,10
34,15,16 Ash,16
34,15,19 Birch,19
34,15,38 Fall. bnh.>10cm,38
34,15,41 Stump<10cm,41
34,15,42 Stump >10cm,42
34,15,46 Lichen trunk,46
34,15,49 Ivy,49
34,15,62 Exp.min.soil,62
34,15,76 Gld.>12m,76
34,15,94 Bramble clump,94
34,15,104 Herb veg.>1m,104
34,16,11 Stump hard.old,11
34,16,19 Birch,19
34,16,35 Fallen brkn,35
34,16,38 Fall. bnh.>10cm,38
34,16,42 Stump >10cm,42
34,16,46 Lichen trunk,46
34,16,49 Ivy,49
34,16,62 Exp.min.soil,62
34,16,79 Path <5m,79
34,16,81 Track non prop,81
35,1,7 Cop. Stool,7
35,1,9 Rec. cut. cop.,9
35,1,16 Ash,16
35,1,19 Birch,19
35,1,25 Oak,25
35,1,37 Leg.v.rotten,37
35,1,43 Bryo.base,43
35,1,52 Boulders >50cm,52
35,1,58 Bryo.covd.rock,58
35,1,75 Gld.5-12m,75
35,1,94 Bramble clump,94
35,1,105 Macfungi.soil,105
35,1,106 Macfungi.wood,106
35,2,16 Ash,16
35,2,25 Oak,25
35,2,42 Stump >10cm,42
35,2,43 Bryo.base,43
35,2,44 Bryo.trunk,44
35,2,45 Bryo.branch,45
35,2,46 Lichen trunk,46
35,2,94 Bramble clump,94
35,3,7 Cop. Stool,7
35,3,35 Fallen brkn,35
35,3,36 Fallen uprtd.,36
35,3,37 Leg.v.rotten,37
35,3,43 Bryo.base,43
35,3,44 Bryo.trunk,44
35,3,45 Bryo.branch,45
35,3,46 Lichen trunk,46
35,3,47 Lichen branch,47
35,3,49 Ivy,49
35,3,52 Rocks 5-50cm,52
35,3,52 Boulders >50cm,52
35,3,58 Bryo.covd.rock,58
35,3,62 Exp.min.soil,62
35,4,35 Fallen brkn,35
35,4,37 Leg.v.rotten,37
35,4,38 Fall. bnh.>10cm,38
35,4,43 Bryo.base,43
35,4,44 Bryo.trunk,44
35,4,46 Lichen trunk,46
35,4,47 Lichen branch,47
35,5,11 Stump hard.old,11
35,5,13 Stump con.old,13
35,5,35 Fallen brkn,35
35,5,37 Leg.v.rotten,37
35,5,38 Fall. bnh.>10cm,38
35,5,43 Bryo.base,43
35,5,44 Bryo.trunk,44
35,5,45 Bryo.branch,45
35,5,46 Lichen trunk,46
35,5,105 Macfungi.soil,105
35,5,106 Macfungi.wood,106
35,5,114 Badger,114
35,6,7 Cop. Stool,7
35,6,11 Stump hard.old,11
35,6,35 Fallen brkn,35
35,6,42 Stump >10cm,42
35,6,43 Bryo.base,43
35,6,44 Bryo.trunk,44
35,6,46 Lichen trunk,46
35,6,47 Lichen branch,47
35,7,11 Stump hard.old,11
35,7,13 Stump con.old,13
35,7,42 Stump >10cm,42
35,7,43 Bryo.base,43
35,7,46 Lichen trunk,46
35,7,47 Lichen branch,47
35,8,7 Cop. Stool,7
35,8,20 Hawthorn,20
35,8,22 Holly,22
35,8,37 Leg.v.rotten,37
35,8,41 Stump<10cm,41
35,8,43 Bryo.base,43
35,8,44 Bryo.trunk,44
35,8,46 Lichen trunk,46
35,8,47 Lichen branch,47
35,8,51 Stone.<5cm,51
35,8,52 Rocks 5-50cm,52
35,8,52 Boulders >50cm,52
35,8,57 Rock ledges,57
35,8,58 Bryo.covd.rock,58
35,8,62 Exp.min.soil,62
35,9,7 Cop. Stool,7
35,9,35 Fallen brkn,35
35,9,43 Bryo.base,43
35,9,44 Bryo.trunk,44
35,9,46 Lichen trunk,46
35,9,47 Lichen branch,47
35,9,51 Stone.<5cm,51
35,9,52 Rocks 5-50cm,52
35,9,52 Boulders >50cm,52
35,9,58 Bryo.covd.rock,58
35,9,62 Exp.min.soil,62
35,9,105 Macfungi.soil,105
35,9,112 Other deer,112
35,10,35 Fallen brkn,35
35,10,36 Fallen uprtd.,36
35,10,37 Leg.v.rotten,37
35,10,43 Bryo.base,43
35,10,44 Bryo.trunk,44
35,10,46 Lichen trunk,46
35,10,47 Lichen branch,47
35,10,51 Stone.<5cm,51
35,10,52 Rocks 5-50cm,52
35,10,58 Bryo.covd.rock,58
35,10,62 Exp.min.soil,62
35,11,7 Cop. Stool,7
35,11,11 Stump hard.old,11
35,11,13 Stump con.old,13
35,11,35 Fallen brkn,35
35,11,37 Leg.v.rotten,37
35,11,42 Stump >10cm,42
35,11,43 Bryo.base,43
35,11,44 Bryo.trunk,44
35,11,51 Stone.<5cm,51
35,11,62 Exp.min.soil,62
35,12,7 Cop. Stool,7
35,12,9 Rec. cut. cop.,9
35,12,20 Hawthorn,20
35,12,37 Leg.v.rotten,37
35,12,43 Bryo.base,43
35,12,44 Bryo.trunk,44
35,12,45 Bryo.branch,45
35,12,46 Lichen trunk,46
35,12,50 Macrofungi,50
35,12,52 Rocks 5-50cm,52
35,12,52 Boulders >50cm,52
35,12,58 Bryo.covd.rock,58
35,12,62 Exp.min.soil,62
35,13,7 Cop. Stool,7
35,13,38 Fall. bnh.>10cm,38
35,13,43 Bryo.base,43
35,13,44 Bryo.trunk,44
35,13,45 Bryo.branch,45
35,13,46 Lichen trunk,46
35,13,51 Stone.<5cm,51
35,13,52 Rocks 5-50cm,52
35,13,52 Boulders >50cm,52
35,13,58 Bryo.covd.rock,58
35,13,62 Exp.min.soil,62
35,14,13 Stump con.old,13
35,14,20 Hawthorn,20
35,14,35 Fallen brkn,35
35,14,36 Fallen uprtd.,36
35,14,37 Leg.v.rotten,37
35,14,42 Stump >10cm,42
35,14,43 Bryo.base,43
35,14,50 Macrofungi,50
35,14,75 Gld.5-12m,75
35,15,13 Stump con.old,13
35,15,19 Birch,19
35,15,35 Fallen brkn,35
35,15,36 Fallen uprtd.,36
35,15,43 Bryo.base,43
35,15,62 Exp.min.soil,62
35,15,95 Nettle clump,95
35,15,111 Red deer,111
35,16,7 Cop. Stool,7
35,16,11 Stump hard.old,11
35,16,35 Fallen brkn,35
35,16,37 Leg.v.rotten,37
35,16,38 Fall. bnh.>10cm,38
35,16,41 Stump<10cm,41
35,16,42 Stump >10cm,42
35,16,43 Bryo.base,43
35,16,44 Bryo.trunk,44
35,16,45 Bryo.branch,45
35,16,46 Lichen trunk,46
35,16,47 Lichen branch,47
35,16,51 Stone.<5cm,51
35,16,52 Rocks 5-50cm,52
35,16,58 Bryo.covd.rock,58
35,16,62 Exp.min.soil,62
36,1,16 Ash,16
36,1,22 Holly,22
36,1,41 Stump<10cm,41
36,1,42 Stump >10cm,42
36,1,43 Bryo.base,43
36,1,44 Bryo.trunk,44
36,1,45 Bryo.branch,45
36,1,46 Lichen trunk,46
36,1,47 Lichen branch,47
36,1,51 Stone.<5cm,51
36,1,52 Rocks 5-50cm,52
36,1,58 Bryo.covd.rock,58
36,1,62 Exp.min.soil,62
36,1,81 Track non prop,81
36,1,87 Soil excav.,87
36,1,101 Ferm bank,101
36,2,7 Cop. Stool,7
36,2,35 Fallen brkn,35
36,2,38 Fall. bnh.>10cm,38
36,2,39 Hollow tree,39
36,2,42 Stump >10cm,42
36,2,43 Bryo.base,43
36,2,44 Bryo.trunk,44
36,2,45 Bryo.branch,45
36,2,46 Lichen trunk,46
36,2,47 Lichen branch,47
36,2,102 Grass bank,102
36,3,7 Cop. Stool,7
36,3,22 Holly,22
36,3,35 Fallen brkn,35
36,3,37 Leg.v.rotten,37
36,3,42 Stump >10cm,42
36,3,43 Bryo.base,43
36,3,44 Bryo.trunk,44
36,3,45 Bryo.branch,45
36,3,46 Lichen trunk,46
36,3,47 Lichen branch,47
36,3,79 Path <5m,79
36,3,101 Ferm bank,101
36,3,114 Badger,114
36,4,7 Cop. Stool,7
36,4,35 Fallen brkn,35
36,4,43 Bryo.base,43
36,4,44 Bryo.trunk,44
36,4,45 Bryo.branch,45
36,4,46 Lichen trunk,46
36,4,47 Lichen branch,47
36,4,52 Boulders >50cm,52
36,4,58 Bryo.covd.rock,58
36,4,62 Exp.min.soil,62
36,4,101 Ferm bank,101
36,4,107 Sheep,107
36,5,7 Cop. Stool,7
36,5,38 Fall. bnh.>10cm,38
36,5,43 Bryo.base,43
36,5,44 Bryo.trunk,44
36,5,45 Bryo.branch,45
36,5,46 Lichen trunk,46
36,5,47 Lichen branch,47
36,6,7 Cop. Stool,7
36,6,35 Fallen brkn,35
36,6,42 Stump >10cm,42
36,6,43 Bryo.base,43
36,6,44 Bryo.trunk,44
36,6,45 Bryo.branch,45
36,6,67 Strm/riv. fast,67
36,6,101 Ferm bank,101
36,7,7 Cop. Stool,7
36,7,35 Fallen brkn,35
36,7,36 Fallen uprtd.,36
36,7,43 Bryo.base,43
36,7,44 Bryo.trunk,44
36,7,46 Lichen trunk,46
36,7,47 Lichen branch,47
36,8,7 Cop. Stool,7
36,8,16 Ash,16
36,8,35 Fallen brkn,35
36,8,37 Leg.v.rotten,37
36,8,43 Bryo.base,43
36,8,44 Bryo.trunk,44
36,8,45 Bryo.branch,45
36,8,46 Lichen trunk,46
36,8,47 Lichen branch,47
36,8,52 Rocks 5-50cm,52
36,8,58 Bryo.covd.rock,58
36,8,101 Ferm bank,101
36,9,7 Cop. Stool,7
36,9,35 Fallen brkn,35
36,9,43 Bryo.base,43
36,9,44 Bryo.trunk,44
36,9,45 Bryo.branch,45
36,9,46 Lichen trunk,46
36,9,47 Lichen branch,47
36,9,48 Ferm,48
36,9,62 Exp.min.soil,62
36,9,67 Strm/riv. fast,67
36,9,108 Cattle,108
36,10,37 Leg.v.rotten,37
36,10,38 Fall. bnh.>10cm,38
36,10,39 Hollow tree,39
36,10,43 Bryo.base,43
36,10,44 Bryo.trunk,44
36,10,45 Bryo.branch,45
36,10,46 Lichen trunk,46
36,10,47 Lichen branch,47
36,10,72 Dtch/drain wet,72
36,10,108 Cattle,108
36,11,7 Cop. Stool,7
36,11,43 Bryo.base,43
36,11,44 Bryo.trunk,44
36,11,45 Bryo.branch,45
36,11,46 Lichen trunk,46
36,11,48 Ferm,48
36,11,75 Gld.5-12m,75
36,11,95 Nettle clump,95
36,11,102 Grass bank,102
36,11,107 Sheep,107
36,12,7 Cop. Stool,7
36,12,35 Fallen brkn,35
36,12,36 Fallen uprtd.,36
36,12,42 Stump >10cm,42
36,12,43 Bryo.base,43
36,12,44 Bryo.trunk,44
36,12,45 Bryo.branch,45
36,12,46 Lichen trunk,46
36,12,52 Boulders >50cm,52
36,12,58 Bryo.covd.rock,58
36,12,62 Exp.min.soil,62
36,12,75 Gld.5-12m,75
36,12,102 Grass bank,102
36,12,108 Cattle,108
36,13,26 Rowan,26
36,13,35 Fallen brkn,35
36,13,42 Stump >10cm,42
36,13,43 Bryo.base,43
36,13,44 Bryo.trunk,44
36,13,45 Bryo.branch,45
36,13,46 Lichen trunk,46
36,13,47 Lichen branch,47
36,13,48 Ferm,48
36,13,52 Rocks 5-50cm,52
36,13,52 Boulders >50cm,52
36,13,55 Rock outcp.>5m,55
36,13,58 Bryo.covd.rock,58
36,13,62 Exp.min.soil,62
36,13,67 Strm/riv. fast,67
36,13,75 Gld.5-12m,75
36,13,100 Moss bank,100
36,13,101 Ferm bank,101
36,13,107 Sheep,107
36,13,108 Cattle,108
36,14,36 Fallen uprtd.,36
36,14,37 Leg.v.rotten,37
36,14,38 Fall. bnh.>10cm,38
36,14,48 Ferm,48
36,14,58 Bryo.covd.rock,58
36,14,62 Exp.min.soil,62
36,14,72 Dtch/drain wet,72
36,14,108 Cattle,108
36,15,7 Cop. Stool,7
36,15,37 Leg.v.rotten,37
36,15,43 Bryo.base,43
36,15,44 Bryo.trunk,44
36,15,46 Lichen trunk,46
36,15,52 Boulders >50cm,52
36,15,58 Bryo.covd.rock,58
36,15,62 Exp.min.soil,62
36,15,75 Gld.5-12m,75
36,15,102 Grass bank,102
36,15,108 Cattle,108
36,15,120 Spent ctrdgs.,120
36,16,76 Gld.>12m,76
36,16,102 Grass bank,102
36,16,107 Sheep,107
37,1,8 Singled cop.,8
37,1,9 Rec. cut. cop.,9
37,1,11 Stump hard.old,11
37,1,35 Fallen brkn,35
37,1,41 Stump<10cm,41
37,1,42 Stump >10cm,42
37,1,43 Bryo.base,43
37,1,44 Bryo.trunk,44
37,1,46 Lichen trunk,46
37,1,47 Lichen branch,47
37,1,55 Rock outcp.>5m,55
37,1,57 Rock ledges,57
37,1,58 Bryo.covd.rock,58
37,1,106 Macfungi.wood,106
73,1,,11
73,1,,18
73,1,,19
73,1,,21
73,1,,25
73,1,,26
73,1,,43
73,1,,44
73,1,,45
73,1,,46
73,1,,55
73,1,,58
73,1,,76
73,1,,79
73,1,,81
73,1,,89
73,1,,99
73,1,,103
73,1,,112
37,2,7 Cop. Stool,7
37,2,9 Rec. cut. cop.,9
37,2,43 Bryo.base,43
37,2,44 Bryo.trunk,44
37,2,45 Bryo.branch,45
37,2,46 Lichen trunk,46
37,2,47 Lichen branch,47
37,2,51 Stone.<5cm,51
37,2,52 Rocks 5-50cm,52
37,2,67 Strm/riv. fast,67
37,2,76 Gld.>12m,76
37,2,111 Red deer,111
73,2,,11
73,2,,22
73,2,,38
73,2,,43
73,2,,112
37,3,7 Cop. Stool,7
37,3,11 Stump hard.old,11
37,3,37 Leg.v.rotten,37
37,3,38 Fall. bnh.>10cm,38
37,3,41 Stump<10cm,41
37,3,42 Stump >10cm,42
37,3,43 Bryo.base,43
37,3,44 Bryo.trunk,44
37,3,45 Bryo.branch,45
37,3,46 Lichen trunk,46
73,3,,13
73,3,,36
73,3,,37
73,3,,38
73,3,,43
73,3,,44
73,3,,45
73,3,,46
73,3,,76
73,3,,99
73,3,,112
37,4,36 Fallen uprtd.,36
37,4,37 Leg.v.rotten,37
37,4,43 Bryo.base,43
37,4,44 Bryo.trunk,44
37,4,58 Bryo.covd.rock,58
37,4,62 Exp.min.soil,62
37,4,75 Gld.5-12m,75
37,4,99 Bracken dense,99
73,4,,11
73,4,,22
73,4,,25
73,4,,37
73,4,,41
73,4,,42
73,4,,43
73,4,,44
73,4,,45
73,4,,46
73,4,,48
73,4,,53
73,4,,58
73,4,,75
73,4,,99
73,4,,112
37,5,7 Cop. Stool,7
37,5,20 Hawthorn,20
37,5,43 Bryo.base,43
37,5,44 Bryo.trunk,44
37,5,45 Bryo.branch,45
37,5,46 Lichen trunk,46
37,5,47 Lichen branch,47
37,5,51 Stone.<5cm,51
37,5,52 Rocks 5-50cm,52
37,5,58 Bryo.covd.rock,58
37,5,62 Exp.min.soil,62
37,5,75 Gld.5-12m,75
37,5,89 Rubbish dom.,89
37,5,99 Bracken dense,99
37,5,112 Other deer,112
73,5,,18
73,5,,19
73,5,,21
73,5,,22
73,5,,37
73,5,,38
73,5,,43
73,5,,44
73,5,,45
73,5,,46
73,5,,47
73,5,,58
73,5,,83
73,5,,112
37,6,11 Stump hard.old,11
37,6,43 Bryo.base,43
37,6,44 Bryo.trunk,44
37,6,45 Bryo.branch,45
37,6,46 Lichen trunk,46
37,6,47 Lichen branch,47
37,6,51 Stone.<5cm,51
37,6,58 Bryo.covd.rock,58
37,6,62 Exp.min.soil,62
37,6,99 Bracken dense,99
73,6,,10
73,6,,11
73,6,,22
73,6,,25
73,6,,37
73,6,,38
73,6,,43
73,6,,44
73,6,,45
73,6,,46
73,6,,47
73,6,,52
73,6,,55
73,6,,58
73,6,,79
73,6,,112
37,7,35 Fallen brkn,35
37,7,37 Leg.v.rotten,37
37,7,38 Fall. bnh.>10cm,38
37,7,42 Stump >10cm,42
37,7,43 Bryo.base,43
37,7,44 Bryo.trunk,44
37,7,45 Bryo.branch,45
37,7,46 Lichen trunk,46
37,7,47 Lichen branch,47
37,7,58 Bryo.covd.rock,58
37,7,85 Wall ruined,85
37,7,102 Grass bank,102
73,7,,11
73,7,,13
73,7,,35
73,7,,36
73,7,,37
73,7,,38
73,7,,41
73,7,,42
73,7,,43
73,7,,44
73,7,,45
73,7,,46
73,7,,75
73,7,,112
37,8,7 Cop. Stool,7
37,8,11 Stump hard.old,11
37,8,35 Fallen brkn,35
37,8,42 Stump >10cm,42
37,8,43 Bryo.base,43
37,8,44 Bryo.trunk,44
37,8,45 Bryo.branch,45
37,8,46 Lichen trunk,46
37,8,47 Lichen branch,47
37,8,55 Rock outcp.>5m,55
37,8,58 Bryo.covd.rock,58
37,8,59 Gully,59
37,8,75 Gld.5-12m,75
37,8,99 Bracken dense,99
73,8,,13
73,8,,22
73,8,,35
73,8,,36
73,8,,37
73,8,,38
73,8,,43
73,8,,44
73,8,,43
73,8,,44
73,8,,46
73,8,,58
73,8,,75
37,9,7 Cop. Stool,7
37,9,11 Stump hard.old,11
37,9,35 Fallen brkn,35
37,9,36 Fallen uprtd.,36
37,9,37 Leg.v.rotten,37
37,9,42 Stump >10cm,42
37,9,43 Bryo.base,43
37,9,44 Bryo.trunk,44
37,9,45 Bryo.branch,45
37,9,46 Lichen trunk,46
37,9,47 Lichen branch,47
37,9,51 Stone.<5cm,51
37,9,52 Rocks 5-50cm,52
37,9,52 Boulders >50cm,52
37,9,55 Rock outcp.>5m,55
37,9,59 Gully,59
37,9,106 Macfungi.wood,106
73,9,,11
73,9,,19
73,9,,22
73,9,,37
73,9,,38
73,9,,76
73,9,,112
37,10,7 Cop. Stool,7
37,10,8 Singled cop.,8
37,10,35 Fallen brkn,35
37,10,41 Stump<10cm,41
37,10,42 Stump >10cm,42
37,10,43 Bryo.base,43
37,10,44 Bryo.trunk,44
37,10,45 Bryo.branch,45
37,10,46 Lichen trunk,46
37,10,47 Lichen branch,47
37,10,55 Rock outcp.>5m,55
37,10,58 Bryo.covd.rock,58
37,10,62 Exp.min.soil,62
37,10,102 Grass bank,102
73,10,,7
73,10,,10
73,10,,25
73,10,,58
73,10,,75
73,10,,112
37,11,8 Singled cop.,8
37,11,11 Stump hard.old,11
37,11,35 Fallen brkn,35
37,11,36 Fallen uprtd.,36
37,11,37 Leg.v.rotten,37
37,11,42 Stump >10cm,42
37,11,43 Bryo.base,43
37,11,44 Bryo.trunk,44
37,11,45 Bryo.branch,45
37,11,46 Lichen trunk,46
37,11,51 Stone.<5cm,51
37,11,52 Rocks 5-50cm,52
37,11,58 Bryo.covd.rock,58
37,11,62 Exp.min.soil,62
73,11,,11
73,11,,21
73,11,,22
73,11,,38
73,11,,43
73,11,,44
73,11,,46
73,11,,55
73,11,,58
73,11,,76
73,11,,99
73,11,,112
37,12,7 Cop. Stool,7
37,12,35 Fallen brkn,35
37,12,37 Leg.v.rotten,37
37,12,43 Bryo.base,43
37,12,44 Bryo.trunk,44
37,12,45 Bryo.branch,45
37,12,46 Lichen trunk,46
37,12,51 Stone.<5cm,51
37,12,58 Bryo.covd.rock,58
37,12,62 Exp.min.soil,62
37,12,120 Spent ctrdgs.,120
37,13,7 Cop. Stool,7
37,13,11 Stump hard.old,11
37,13,42 Stump >10cm,42
37,13,72 Dtch/drain wet,72
37,13,75 Gld.5-12m,75
37,13,79 Path <5m,79
37,13,99 Bracken dense,99
73,13,,10
73,13,,22
73,13,,37
73,13,,38
73,13,,43
73,13,,44
73,13,,45
73,13,,46
73,13,,48
73,13,,51
73,13,,52
73,13,,53
73,13,,58
73,13,,112
37,14,7 Cop. Stool,7
37,14,11 Stump hard.old,11
37,14,35 Fallen brkn,35
37,14,36 Fallen uprtd.,36
37,14,37 Leg.v.rotten,37
37,14,41 Stump<10cm,41
37,14,42 Stump >10cm,42
37,14,43 Bryo.base,43
37,14,44 Bryo.trunk,44
37,14,45 Bryo.branch,45
37,14,46 Lichen trunk,46
37,14,47 Lichen branch,47
37,14,50 Macrofungi,50
37,14,51 Stone.<5cm,51
37,14,52 Rocks 5-50cm,52
37,14,58 Bryo.covd.rock,58
37,14,62 Exp.min.soil,62
37,14,102 Grass bank,102
37,14,103 Leaf drift,103
73,14,,18
73,14,,21
73,14,,22
73,14,,35
73,14,,37
73,14,,38
73,14,,42
73,14,,43
73,14,,44
73,14,,45
73,14,,46
73,14,,51
73,14,,52
73,14,,53
73,14,,55
73,14,,58
73,14,,99
73,14,,100
73,14,,106
73,14,,112
37,15,7 Cop. Stool,7
37,15,11 Stump hard.old,11
37,15,22 Holly,22
37,15,35 Fallen brkn,35
37,15,37 Leg.v.rotten,37
37,15,38 Fall. bnh.>10cm,38
37,15,42 Stump >10cm,42
37,15,43 Bryo.base,43
37,15,44 Bryo.trunk,44
37,15,45 Bryo.branch,45
37,15,46 Lichen trunk,46
37,15,47 Lichen branch,47
37,15,55 Rock outcp.>5m,55
37,15,57 Rock ledges,57
37,15,58 Bryo.covd.rock,58
37,15,59 Gully,59
37,15,62 Exp.min.soil,62
37,15,102 Grass bank,102
37,15,103 Leaf drift,103
73,15,,18
73,15,,35
73,15,,37
73,15,,38
73,15,,43
73,15,,44
73,15,,45
73,15,,46
73,15,,112
37,16,7 Cop. Stool,7
37,16,35 Fallen brkn,35
37,16,36 Fallen uprtd.,36
37,16,37 Leg.v.rotten,37
37,16,38 Fall. bnh.>10cm,38
37,16,43 Bryo.base,43
37,16,44 Bryo.trunk,44
37,16,45 Bryo.branch,45
37,16,46 Lichen trunk,46
37,16,47 Lichen branch,47
37,16,58 Bryo.covd.rock,58
37,16,102 Grass bank,102
37,16,113 Rabbit,113
73,16,,18
73,16,,22
73,16,,25
73,16,,35
73,16,,38
73,16,,43
73,16,,44
73,16,,46
38,1,11 Stump hard.old,11
38,1,16 Ash,16
38,1,26 Rowan,26
38,1,35 Fallen brkn,35
38,1,36 Fallen uprtd.,36
38,1,37 Leg.v.rotten,37
38,1,38 Fall. bnh.>10cm,38
38,1,42 Stump >10cm,42
38,1,43 Bryo.base,43
38,1,44 Bryo.trunk,44
38,1,45 Bryo.branch,45
38,1,48 Ferm,48
38,1,101 Ferm bank,101
38,2,11 Stump hard.old,11
38,2,13 Stump con.old,13
38,2,18 Beech,18
38,2,34 Other con.,34
38,2,35 Fallen brkn,35
38,2,37 Leg.v.rotten,37
38,2,38 Fall. bnh.>10cm,38
38,2,41 Stump<10cm,41
38,2,42 Stump >10cm,42
38,2,43 Bryo.base,43
38,2,44 Bryo.trunk,44
38,2,48 Ferm,48
38,2,52 Rocks 5-50cm,52
38,2,58 Bryo.covd.rock,58
38,2,62 Exp.min.soil,62
38,2,66 Strm/riv.slow,66
38,2,81 Track non prop,81
38,2,106 Macfungi.wood,106
38,2,112 Other deer,112
38,2,117 Squirrel,117
38,3,35 Fallen brkn,35
38,3,37 Leg.v.rotten,37
38,3,38 Fall. bnh.>10cm,38
38,3,43 Bryo.base,43
38,3,44 Bryo.trunk,44
38,3,45 Bryo.branch,45
38,3,46 Lichen trunk,46
38,3,48 Ferm,48
38,3,52 Rocks 5-50cm,52
38,3,52 Boulders >50cm,52
38,3,58 Bryo.covd.rock,58
38,3,62 Exp.min.soil,62
38,3,79 Path <5m,79
38,3,90 Rubbish other,90
38,3,105 Macfungi.soil,105
38,4,21 Hazel,21
38,4,36 Fallen uprtd.,36
38,4,37 Leg.v.rotten,37
38,4,38 Fall. bnh.>10cm,38
38,4,43 Bryo.base,43
38,4,44 Bryo.trunk,44
38,4,45 Bryo.branch,45
38,4,46 Lichen trunk,46
38,4,47 Lichen branch,47
38,4,79 Path <5m,79
38,4,93 Rhodo.thkt.,93
38,4,117 Squirrel,117
38,5,11 Stump hard.old,11
38,5,35 Fallen brkn,35
38,5,37 Leg.v.rotten,37
38,5,38 Fall. bnh.>10cm,38
38,5,42 Stump >10cm,42
38,5,43 Bryo.base,43
38,5,44 Bryo.trunk,44
38,5,45 Bryo.branch,45
38,5,48 Ferm,48
38,5,51 Stone.<5cm,51
38,5,52 Rocks 5-50cm,52
38,5,54 Scree,54
38,5,58 Bryo.covd.rock,58
38,5,62 Exp.min.soil,62
38,5,79 Path <5m,79
38,6,26 Rowan,26
38,6,37 Leg.v.rotten,37
38,6,43 Bryo.base,43
38,6,44 Bryo.trunk,44
38,6,45 Bryo.branch,45
38,6,47 Lichen branch,47
38,6,48 Ferm,48
38,6,79 Path <5m,79
38,6,90 Rubbish other,90
38,6,103 Leaf drift,103
38,6,114 Badger,114
38,7,21 Hazel,21
38,7,26 Rowan,26
38,7,35 Fallen brkn,35
38,7,38 Fall. bnh.>10cm,38
38,7,43 Bryo.base,43
38,7,44 Bryo.trunk,44
38,7,45 Bryo.branch,45
38,7,46 Lichen trunk,46
38,7,47 Lichen branch,47
38,7,79 Path <5m,79
38,7,105 Macfungi.soil,105
38,7,106 Macfungi.wood,106
38,7,113 Rabbit,113
38,8,37 Leg.v.rotten,37
38,8,43 Bryo.base,43
38,8,44 Bryo.trunk,44
38,8,45 Bryo.branch,45
38,8,46 Lichen trunk,46
38,8,47 Lichen branch,47
38,8,106 Macfungi.wood,106
38,8,114 Badger,114
38,9,16 Ash,16
38,9,29 Sycamore,29
38,9,20 Wych elm,20
38,9,35 Fallen brkn,35
38,9,52 Rocks 5-50cm,52
38,9,52 Boulders >50cm,52
38,9,58 Bryo.covd.rock,58
38,9,60 Rock piles,60
38,9,101 Ferm bank,101
38,11,11 Stump hard.old,11
38,11,13 Stump con.old,13
38,11,37 Leg.v.rotten,37
38,11,38 Fall. bnh.>10cm,38
38,11,42 Stump >10cm,42
38,11,43 Bryo.base,43
38,11,44 Bryo.trunk,44
38,11,45 Bryo.branch,45
38,11,46 Lichen trunk,46
38,11,47 Lichen branch,47
38,11,75 Gld.5-12m,75
38,11,79 Path <5m,79
38,11,105 Macfungi.soil,105
38,11,114 Badger,114
38,12,37 Leg.v.rotten,37
38,12,38 Fall. bnh.>10cm,38
38,12,43 Bryo.base,43
38,12,44 Bryo.trunk,44
38,12,45 Bryo.branch,45
38,12,46 Lichen trunk,46
38,12,47 Lichen branch,47
38,12,48 Ferm,48
38,12,52 Rocks 5-50cm,52
38,12,58 Bryo.covd.rock,58
38,12,112 Other deer,112
38,13,29 Sycamore,29
38,13,35 Fallen brkn,35
38,13,36 Fallen uprtd.,36
38,13,37 Leg.v.rotten,37
38,13,38 Fall. bnh.>10cm,38
38,13,43 Bryo.base,43
38,13,44 Bryo.trunk,44
38,13,45 Bryo.branch,45
38,13,46 Lichen trunk,46
38,13,47 Lichen branch,47
38,13,67 Strm/riv. fast,67
38,13,68 Aquatic veg.,68
38,13,99 Bracken dense,99
38,13,105 Macfungi.soil,105
38,14,11 Stump hard.old,11
38,14,29 Sycamore,29
38,14,35 Fallen brkn,35
38,14,37 Leg.v.rotten,37
38,14,38 Fall. bnh.>10cm,38
