SITE,SD_code,Notes,Recorders
54,201,,
54,202,,
54,203,,
54,207,,
54,212,,
54,213,,
54,215,,
54,221,,
54,222,,
54,223,,
54,228,,
54,230,,
54,232,,
54,236,,
54,239,,
55,30,,
55,34,,
55,35,,
55,43,,
55,50,,
55,52,,
55,53,,
55,54,,
55,57,,
55,61,,
55,62,,
55,63,,
55,64,,
55,65,,
55,66,,
55,69,,
55,73,,
55,74,,
55,75,,
55,77,,
55,78,,
55,80,,
55,131,,
55,144,,
55,162,,
55,168,,
55,171,,
55,174,,
55,180,,
55,182,,
55,185,,
55,192,,
55,193,,
55,195,,
55,196,,
55,204,,
55,207,,
55,208,,
55,238,,
55,3,,3  Recorder I. Weir and
56,5,,
56,6,,
56,11,,
56,30,,
56,32,,
56,33,,
56,35,,
56,40,,
56,43,,
56,44,,
56,49,,
56,50,,
56,51,,
56,52,,
56,53,,
56,54,,
56,55,,
56,58,,
56,59,,
56,61,,
56,62,,
56,63,,
56,64,,
56,65,,
56,66,,
56,70,,
56,71,,
56,74,,
56,78,,
56,80,,
56,84,,
56,88,,
56,91,,
56,94,,
56,95,,
56,97,,
56,100,,
56,103,,
56,105,,
56,114,,
56,121,,
56,131,,
56,136,,
56,144,,
56,149,,
56,151,,
56,153,,
56,157,,
56,158,,
56,167,,
56,168,,
56,171,,
56,176,,
56,178,,
56,181,,
56,183,,
56,185,,
56,188,,
56,192,,
56,194,,
56,195,,
56,201,,
56,203,,
56,206,,
56,207,,
56,213,,
56,221,,
56,232,,
56,236,,
56,238,,
56,3,,6  Recorder LA/LE
57,5,,
57,8,,
57,13,,
57,30,,
57,49,,
57,50,,
57,52,,
57,53,,
57,54,,
57,57,,
57,58,,
57,59,,
57,61,,
57,62,,
57,63,,
57,69,,
57,70,,
57,71,,
57,80,,
57,89,,
57,94,,
57,95,,
57,105,,
57,113,,
57,114,,
57,116,,
57,144,,
57,162,,
57,167,,
57,168,,
57,172,,
57,174,,
57,183,,
57,193,,
57,195,,
57,196,,
57,197,,
57,199,,
57,201,,
57,204,,
57,207,,
57,221,,
57,229,,
57,234,,
57,238,,
57,3,,7  Recorder VH
58,13,,
58,30,,
58,32,,
58,34,,
58,36,,
58,39,,
58,43,,
58,61,,
58,62,,
58,63,,
58,64,,
58,65,,
58,66,,
58,69,,
58,71,,
58,74,,
58,75,,
58,80,,
58,87,,
58,88,,
58,90,,
58,94,,
58,99,,
58,114,,
58,132,,
58,134,,
58,135,,
58,149,,
58,150,,
58,152,,
58,157,,
58,158,,
58,170,,
58,171,,
58,174,,
58,178,,
58,179,,
58,182,,
58,185,,
58,196,,
58,207,,
58,213,,
58,215,,
58,217,,
58,221,,
58,232,,
58,238,,
58,3,,3  Recorder IW/PF
59,29,,
59,33,,
59,39,,
59,45,,
59,49,,
59,50,,
59,51,,
59,52,,
59,53,,
59,54,,
59,55,,
59,58,,
59,59,,
59,61,,
59,62,,
59,63,,
59,64,,
59,65,,
59,66,,
59,70,,
59,71,,
59,74,,
59,80,,
59,85,,
59,89,,
59,91,,
59,94,,
59,95,,
59,96,,
59,97,,
59,99,,
59,101,,
59,102,,
59,103,,
59,106,,
59,113,,
59,116,,
59,126,,
59,132,,
59,133,,
59,136,,
59,141,,
59,156,,
59,157,,
59,158,,
59,161,,
59,162,,
59,167,,
59,178,,
59,183,,
59,186,,
59,188,,
59,190,,
59,195,,
59,197,,
59,207,,
59,208,,
59,210,,
59,211,,
59,213,,
59,221,,
59,222,,
59,223,,
59,229,,
59,232,,
59,236,,
59,237,,
59,3,,7  Recorder LA/LE
61,5,,
61,6,,
61,8,,
61,11,,
61,13,,
61,15,,
61,18,,
61,23,,
61,39,,
61,43,,
61,46,,
61,48,,
61,49,,
61,54,,
61,59,,
61,61,,
61,102,,
61,103,,
61,127,,
61,132,,
61,144,,
61,145,,
61,148,,
61,149,,
61,156,,
61,158,,
61,167,,
61,173,,
61,178,,
61,180,,
61,181,,
61,183,,
61,193,,
61,194,,
61,195,,
61,197,,
61,206,,
61,208,,
61,213,,
61,214,,
61,221,,
61,239,,
61,3,,8  Recorder VH
62,3,,
62,5,,
62,7,,
62,8,,
62,9,,
62,13,,
62,16,,
62,30,,
62,33,,
62,34,,
62,35,,
62,36,,
62,39,,
62,40,,
62,49,,
62,50,,
62,51,,
62,52,,
62,53,,
62,54,,
62,55,,
62,57,,
62,58,,
62,59,,
62,61,,
62,62,,
62,63,,
62,64,,
62,65,,
62,70,,
62,71,,
62,73,,
62,74,,
62,76,,
62,77,,
62,79,,
62,80,,
62,84,,
62,88,,
62,94,,
62,95,,
62,97,,
62,100,,
62,101,,
62,102,,
62,103,,
62,105,,
62,106,,
62,107,,
62,108,,
62,109,,
62,111,,
62,113,,
62,114,,
62,116,,
62,129,,
62,131,,
62,138,,
62,141,,
62,144,,
62,145,,
62,149,,
62,150,,
62,151,,
62,152,,
62,153,,
62,154,,
62,155,,
62,157,,
62,158,,
62,161,,
62,162,,
62,163,,
62,166,,
62,168,,
62,170,,
62,171,,
62,174,,
62,175,,
62,176,,
62,201,,
62,202,,
62,204,,
62,207,,
62,210,,
62,211,,
62,213,,
62,215,,
62,221,,
62,222,,
62,224,,
62,225,,
62,226,,
62,230,,
62,232,,
62,236,,
62,238,,
63,8,,
63,30,,
63,32,,
63,33,,
63,34,,
63,35,,
63,36,,
63,39,,
63,43,,
63,44,,
63,49,,
63,51,,
63,52,,
63,53,,
63,54,,
63,55,,
63,59,,
63,61,,
63,62,,
63,64,,
63,69,,
63,70,,
63,71,,
63,78,,
63,88,,
63,89,,
63,105,,
63,114,,
63,133,,
63,136,,
63,138,,
63,141,,
63,144,,
63,145,,
63,148,,
63,167,,
63,170,,
63,172,,
63,183,,
63,185,,
63,188,,
63,192,,
63,193,,
63,194,,
63,195,,
63,196,,
63,199,,
63,204,,
63,207,,
63,208,,
63,211,,
63,213,,
63,215,,
63,221,,
63,231,,
63,239,,
63,3,,9  Recorder VH
64,3,,
64,5,,
64,6,,
64,8,,
64,11,,
64,12,,
64,13,,
64,15,,
64,16,,
64,17,,
64,18,,
64,22,,
64,41,,
64,45,,
64,49,,
64,50,,
64,51,,
64,52,,
64,53,,
64,54,,
64,55,,
64,57,,
64,58,,
64,59,,
64,61,,
64,62,,
64,63,,
64,64,,
64,65,,
64,66,,
64,70,,
64,71,,
64,73,,
64,74,,
64,80,,
64,82,,
64,84,,
64,89,,
64,97,,
64,101,,
64,107,,
64,108,,
64,113,,
64,114,,
64,125,,
64,128,,
64,129,,
64,131,,
64,143,,
64,149,,
64,151,,
64,152,,
64,153,,
64,154,,
64,155,,
64,156,,
64,157,,
64,158,,
64,161,,
64,162,,
64,167,,
64,168,,
64,170,,
64,171,,
64,174,,
64,176,,
64,179,,
64,183,,
64,184,,
64,185,,
64,193,,
64,196,,
64,202,,
64,203,,
64,207,,
64,208,,
64,209,,
64,211,,
64,213,,
64,215,,
64,222,,
64,225,,
64,226,,
64,234,,
64,239,,
65,3,,
65,5,,
65,6,,
65,8,,
65,9,,
65,11,,
65,12,,
65,13,,
65,15,,
65,16,,
65,18,,
65,26,,
65,27,,
65,30,,
65,32,,
65,34,,
65,36,,
65,43,,
65,44,,
65,45,,
65,49,,
65,50,,
65,51,,
65,52,,
65,53,,
65,54,,
65,55,,
65,57,,
65,59,,
65,61,,
65,62,,
65,64,,
65,69,,
65,70,,
65,71,,
65,84,,
65,107,,
65,108,,
65,114,,
65,116,,
65,130,,
65,135,,
65,144,,
65,145,,
65,153,,
65,156,,
65,158,,
65,166,,
65,167,,
65,170,,
65,172,,
65,178,,
65,183,,
65,185,,
65,187,,
65,188,,
65,193,,
65,197,,
65,199,,
65,205,,
65,206,,
65,207,,
65,221,,
65,224,,
65,238,,
67,3,,
67,5,,
67,8,,
67,9,,
67,11,,
67,13,,
67,16,,
67,18,,
67,22,,
67,27,,
67,29,,
67,30,,
67,33,,
67,34,,
67,35,,
67,36,,
67,38,,
67,39,,
67,40,,
67,41,,
67,43,,
67,44,,
67,49,,
67,50,,
67,51,,
67,52,,
67,53,,
67,54,,
67,55,,
67,58,,
67,59,,
67,61,,
67,62,,
67,63,,
67,64,,
67,65,,
67,69,,
67,70,,
67,71,,
67,73,,
67,74,,
67,75,,
67,76,,
67,77,,
67,78,,
67,79,,
67,80,,
67,81,,
67,82,,
67,83,,
67,84,,
67,89,,
67,91,,
67,92,,
67,93,,
67,94,,
67,95,,
67,100,,
67,101,,
67,103,,
67,105,,
67,106,,
67,107,,
67,108,,
67,109,,
67,110,,
67,111,,
67,112,,
67,114,,
67,115,,
67,116,,
67,129,,
67,131,,
67,134,,
67,137,,
67,138,,
67,139,,
67,143,,
67,144,,
67,145,,
67,149,,
67,150,,
67,152,,
67,153,,
67,156,,
67,157,,
67,158,,
67,167,,
67,168,,
67,169,,
67,170,,
67,171,,
67,172,,
67,174,,
67,176,,
67,177,,
67,178,,
67,179,,
67,183,,
67,184,,
67,193,,
67,195,,
67,197,,
67,199,,
67,201,,
67,202,,
67,203,,
67,206,,
67,207,,
67,210,,
67,211,,
67,213,,
67,214,,
67,215,,
67,221,,
67,222,,
67,223,,
67,230,,
67,231,,
67,233,,
67,236,,
67,237,,
68,5,,
68,6,,
68,11,,
68,13,,
68,15,,
68,16,,
68,25,,
68,29,,
68,30,,
68,32,,
68,33,,
68,34,,
68,39,,
68,49,,
68,50,,
68,51,,
68,52,,
68,53,,
68,54,,
68,55,,
68,58,,
68,59,,
68,61,,
68,62,,
68,63,,
68,64,,
68,65,,
68,66,,
68,69,,
68,70,,
68,71,,
68,84,,
68,101,,
68,105,,
68,114,,
68,136,,
68,157,,
68,158,,
68,161,,
68,168,,
68,171,,
68,172,,
68,182,,
68,185,,
68,187,,
68,190,,
68,192,,
68,194,,
68,195,,
68,196,,
68,199,,
68,201,,
68,207,,
68,211,,
68,213,,
68,221,,
68,223,,
68,225,,
68,226,,
68,232,,
68,239,,
68,3,,8  Recorder LA/LE
69,5,,
69,6,,
69,7,,
69,8,,
69,11,,
69,13,,
69,15,,
69,30,,
69,32,,
69,33,,
69,34,,
69,35,,
69,36,,
69,39,,
69,40,,
69,43,,
69,45,,
69,49,,
69,50,,
69,51,,
69,52,,
69,53,,
69,54,,
69,55,,
69,56,,
69,57,,
69,59,,
69,61,,
69,62,,
69,69,,
69,70,,
69,74,,
69,75,,
69,80,,
69,84,,
69,91,,
69,94,,
69,95,,
69,105,,
69,114,,
69,129,,
69,133,,
69,144,,
69,151,,
69,157,,
69,158,,
69,167,,
69,172,,
69,180,,
69,181,,
69,188,,
69,192,,
69,193,,
69,194,,
69,195,,
69,196,,
69,197,,
69,202,,
69,203,,
69,208,,
69,211,,
69,221,,
69,231,,
69,236,,
69,238,,
69,3,,10  Recorder VH
70,5,,
70,6,,
70,8,,
70,13,,
70,15,,
70,30,,
70,36,,
70,39,,
70,40,,
70,43,,
70,44,,
70,49,,
70,51,,
70,52,,
70,53,,
70,54,,
70,56,,
70,57,,
70,59,,
70,61,,
70,62,,
70,71,,
70,91,,
70,105,,
70,106,,
70,129,,
70,144,,
70,145,,
70,156,,
70,157,,
70,158,,
70,167,,
70,170,,
70,172,,
70,174,,
70,178,,
70,180,,
70,183,,
70,193,,
70,194,,
70,195,,
70,196,,
70,197,,
70,198,,
70,199,,
70,221,,
70,222,,
70,239,,
70,3,,11  Recorder VH
71,5,,HLW/MUP
71,8,,HLW/MUP
71,13,,HLW/MUP
71,16,,HLW/MUP
71,30,,HLW/MUP
71,31,,HLW/MUP
71,34,,HLW/MUP
71,36,,HLW/MUP
71,43,,HLW/MUP
71,45,,HLW/MUP
71,51,,HLW/MUP
71,52,,HLW/MUP
71,53,,HLW/MUP
71,54,,HLW/MUP
71,55,,HLW/MUP
71,56,,HLW/MUP
71,57,,HLW/MUP
71,58,,HLW/MUP
71,59,,HLW/MUP
71,61,,HLW/MUP
71,64,,HLW/MUP
71,68,,HLW/MUP
71,69,,HLW/MUP
71,70,,HLW/MUP
71,71,,HLW/MUP
71,73,,HLW/MUP
71,88,,HLW/MUP
71,95,,HLW/MUP
71,97,,HLW/MUP
71,103,,HLW/MUP
71,114,,HLW/MUP
71,115,,HLW/MUP
71,116,,HLW/MUP
71,137,,HLW/MUP
71,144,,HLW/MUP
71,146,,HLW/MUP
71,157,,HLW/MUP
71,158,,HLW/MUP
71,168,,HLW/MUP
71,170,,HLW/MUP
71,171,,HLW/MUP
71,172,,HLW/MUP
71,174,,HLW/MUP
71,176,,HLW/MUP
71,180,,HLW/MUP
71,181,,HLW/MUP
71,185,,HLW/MUP
71,187,SPARROWHAWK,HLW/MUP
71,188,,HLW/MUP
71,189,SONG,HLW/MUP
71,192,,HLW/MUP
71,193,,HLW/MUP
71,195,,HLW/MUP
71,196,GREEN,HLW/MUP
71,199,,HLW/MUP
71,200,CHIFFCHAFF,HLW/MUP
71,201,,HLW/MUP
71,207,,HLW/MUP
71,213,,HLW/MUP
71,215,,HLW/MUP
71,221,,HLW/MUP
71,235,,HLW/MUP
74,12,,
74,16,,
74,30,,
74,33,,
74,40,,
74,41,,
74,49,,
74,50,,
74,51,,
74,52,,
74,53,,
74,54,,
74,55,,
74,58,,
74,59,,
74,61,,
74,62,,
74,63,,
74,64,,
74,65,,
74,66,,
74,69,,
74,70,,
74,74,,
74,75,,
74,77,,
74,78,,
74,79,,
74,80,,
74,85,,
74,89,,
74,91,,
74,94,,
74,98,,
74,99,,
74,101,,
74,103,,
74,105,,
74,107,,
74,110,,
74,111,,
74,114,,
74,118,,
74,121,,
74,131,,
74,132,,
74,136,,
74,143,,
74,149,,
74,150,,
74,151,,
74,153,,
74,155,,
74,157,,
74,161,,
74,166,,
74,167,,
74,168,,
74,182,,
74,185,,
74,187,,
74,192,,
74,193,,
74,194,,
74,195,,
74,201,,
74,209,,
74,210,,
74,236,,
74,237,,
74,3,,9  Recorder LA/LE
75,30,,
75,35,,
75,36,,
75,40,,
75,43,,
75,44,,
75,49,,
75,50,,
75,51,,
75,52,,
75,53,,
75,54,,
75,55,,
75,56,,
75,57,,
75,61,,
75,62,,
75,63,,
75,64,,
75,65,,
75,66,,
75,69,,
75,73,,
75,74,,
75,75,,
75,78,,
75,80,,
75,89,,
75,94,,
75,144,,
75,149,,
75,152,,
75,161,,
75,168,,
75,174,,
75,178,,
75,180,,
75,182,,
75,183,,
75,184,,
75,185,,
75,188,,
75,192,,
75,193,,
75,195,,
75,196,,
75,202,,
75,204,,
75,207,,
75,213,,
75,221,,
75,222,,
75,232,,
75,237,,
75,3,,3  Recorder  I. Wier
76,13,,
76,15,,
76,16,,
76,27,,
76,33,,
76,40,,
76,46,,
76,51,,
76,52,,
76,53,,
76,54,,
76,55,,
76,58,,
76,59,,
76,61,,
76,62,,
76,63,,
76,64,,
76,65,,
76,66,,
76,71,,
76,74,,
76,75,,
76,78,,
76,80,,
76,89,,
76,91,,
76,94,,
76,100,,
76,101,,
76,102,,
76,103,,
76,105,,
76,106,,
76,107,,
76,108,,
76,109,,
76,110,,
76,114,,
76,116,,
76,149,,
76,150,,
76,151,,
76,155,,
76,157,,
76,158,,
76,161,,
76,166,,
76,167,,
76,175,,
76,178,,
76,190,,
76,193,,
76,194,,
76,195,,
76,203,,
76,208,,
76,209,,
76,210,,
76,211,,
76,236,,
76,237,,
76,3,,10  Recorder LA/LE
77,6,,
77,11,,
77,16,,
77,17,,
77,18,,
77,19,,
77,25,,
77,26,,
77,27,,
77,33,,
77,46,,
77,48,,
77,50,,
77,51,,
77,52,,
77,53,,
77,54,,
77,55,,
77,58,,
77,59,,
77,61,,
77,62,,
77,64,,
77,65,,
77,66,,
77,69,,
77,70,,
77,71,,
77,74,,
77,75,,
77,80,,
77,85,,
77,89,,
77,94,,
77,97,,
77,98,,
77,101,,
77,102,,
77,103,,
77,105,,
77,106,,
77,114,,
77,116,,
77,129,,
77,131,,
77,133,,
77,136,,
77,149,,
77,150,,
77,157,,
77,158,,
77,167,,
77,173,,
77,175,,
77,181,,
77,183,,
77,185,,
77,188,,
77,192,,
77,193,,
77,194,,
77,195,,
77,198,,
77,202,,
77,203,,
77,207,,
77,213,,
77,215,,
77,223,,
77,226,,
77,232,,
77,237,,
77,238,,
77,3,,11  Recorder LA/LE
78,5,,
78,6,,
78,22,,
78,36,,
78,39,,
78,40,,
78,48,,
78,49,,
78,50,,
78,51,,
78,52,,
78,53,,
78,54,,
78,56,,
78,58,,
78,59,,
78,61,,
78,62,,
78,63,,
78,64,,
78,65,,
78,66,,
78,89,,
78,168,,
78,170,,
78,179,,
78,196,,
78,215,,
78,220,,
78,221,,
78,238,,
78,3,,3  Recorder IW & HH
79,5,,HLW/MUP
79,6,,HLW/MUP
79,11,,HLW/MUP
79,13,,HLW/MUP
79,15,,HLW/MUP
79,16,,HLW/MUP
79,17,,HLW/MUP
79,27,,HLW/MUP
79,50,,HLW/MUP
79,51,,HLW/MUP
79,52,,HLW/MUP
79,54,,HLW/MUP
79,55,,HLW/MUP
79,58,,HLW/MUP
79,61,,HLW/MUP
79,70,,HLW/MUP
79,71,,HLW/MUP
79,87,,HLW/MUP
79,88,,HLW/MUP
79,95,,HLW/MUP
79,99,,HLW/MUP
79,102,,HLW/MUP
79,106,,HLW/MUP
79,107,,HLW/MUP
79,114,,HLW/MUP
79,115,,HLW/MUP
79,116,,HLW/MUP
79,117,,HLW/MUP
79,118,,HLW/MUP
79,121,,HLW/MUP
79,126,,HLW/MUP
79,132,,HLW/MUP
79,135,,HLW/MUP
79,136,,HLW/MUP
79,140,,HLW/MUP
79,143,,HLW/MUP
79,144,,HLW/MUP
79,145,,HLW/MUP
79,149,,HLW/MUP
79,153,,HLW/MUP
79,155,,HLW/MUP
79,156,,HLW/MUP
79,157,,HLW/MUP
79,158,,HLW/MUP
79,167,,HLW/MUP
79,168,,HLW/MUP
79,170,,HLW/MUP
79,174,,HLW/MUP
79,176,,HLW/MUP
79,180,,HLW/MUP
79,181,,HLW/MUP
79,183,,HLW/MUP
79,184,,HLW/MUP
79,186,,HLW/MUP
79,188,,HLW/MUP
79,189,,HLW/MUP
79,192,,HLW/MUP
79,195,,HLW/MUP
79,196,,HLW/MUP
79,199,,HLW/MUP
79,200,WARBLERS,HLW/MUP
79,201,,HLW/MUP
79,202,,HLW/MUP
79,206,,HLW/MUP
79,207,,HLW/MUP
79,213,,HLW/MUP
79,215,,HLW/MUP
79,221,,HLW/MUP
79,230,,HLW/MUP
79,232,,HLW/MUP
80,8,,HLW/MUP
80,13,,HLW/MUP
80,16,,HLW/MUP
80,17,,HLW/MUP
80,27,,HLW/MUP
80,30,,HLW/MUP
80,31,,HLW/MUP
80,32,,HLW/MUP
80,33,,HLW/MUP
80,36,,HLW/MUP
80,37,,HLW/MUP
80,39,,HLW/MUP
80,40,,HLW/MUP
80,42,,HLW/MUP
80,45,,HLW/MUP
80,49,,HLW/MUP
80,50,,HLW/MUP
80,52,,HLW/MUP
80,53,,HLW/MUP
80,54,,HLW/MUP
80,55,,HLW/MUP
80,57,,HLW/MUP
80,59,,HLW/MUP
80,61,,HLW/MUP
80,69,,HLW/MUP
80,70,,HLW/MUP
80,71,,HLW/MUP
80,88,,HLW/MUP
80,95,,HLW/MUP
80,97,,HLW/MUP
80,102,,HLW/MUP
80,106,,HLW/MUP
80,113,,HLW/MUP
80,114,,HLW/MUP
80,116,,HLW/MUP
80,132,,HLW/MUP
80,135,,HLW/MUP
80,136,,HLW/MUP
80,149,,HLW/MUP
80,150,,HLW/MUP
80,153,,HLW/MUP
80,157,,HLW/MUP
80,158,,HLW/MUP
80,161,,HLW/MUP
80,167,,HLW/MUP
80,168,,HLW/MUP
80,170,,HLW/MUP
80,174,,HLW/MUP
80,178,,HLW/MUP
80,183,,HLW/MUP
80,188,,HLW/MUP
80,189,,HLW/MUP
80,192,,HLW/MUP
80,193,,HLW/MUP
80,194,,HLW/MUP
80,195,,HLW/MUP
80,196,,HLW/MUP
80,197,,HLW/MUP
80,199,,HLW/MUP
80,200,"Chiffchaff, willow warbler",HLW/MUP
80,201,,HLW/MUP
80,207,,HLW/MUP
80,213,,HLW/MUP
80,215,,HLW/MUP
80,222,,HLW/MUP
80,223,,HLW/MUP
80,228,,HLW/MUP
80,232,,HLW/MUP
81,6,,
81,8,,
81,11,,
81,13,,
81,18,,
81,22,,
81,26,,
81,30,,
81,34,,
81,35,,
81,39,,
81,43,,
81,46,,
81,49,,
81,51,,
81,52,,
81,54,,
81,55,,
81,56,,
81,59,,
81,61,,
81,62,,
81,63,,
81,64,,
81,65,,
81,66,,
81,69,,
81,70,,
81,71,,
81,86,,
81,101,,
81,102,,
81,103,,
81,105,,
81,114,,
81,115,,
81,116,,
81,117,,
81,136,,
81,144,,
81,157,,
81,158,,
81,167,,
81,168,,
81,178,,
81,179,,
81,182,,
81,185,,
81,192,,
81,193,,
81,195,,
81,196,,
81,197,,
81,200,,
81,207,,
81,210,,
81,215,,
81,221,,
81,238,,
81,3,,3  Recorder IW/Sk
82,5,,HLW/MUP
82,6,,HLW/MUP
82,11,,HLW/MUP
82,12,,HLW/MUP
82,13,,HLW/MUP
82,14,,HLW/MUP
82,15,,HLW/MUP
82,17,,HLW/MUP
82,18,,HLW/MUP
82,22,,HLW/MUP
82,26,,HLW/MUP
82,27,,HLW/MUP
82,32,,HLW/MUP
82,33,,HLW/MUP
82,36,,HLW/MUP
82,39,,HLW/MUP
82,40,,HLW/MUP
82,47,,HLW/MUP
82,48,,HLW/MUP
82,53,,HLW/MUP
82,55,,HLW/MUP
82,59,,HLW/MUP
82,61,,HLW/MUP
82,69,,HLW/MUP
82,70,,HLW/MUP
82,74,,HLW/MUP
82,80,,HLW/MUP
82,81,,HLW/MUP
82,84,,HLW/MUP
82,91,,HLW/MUP
82,95,,HLW/MUP
82,105,,HLW/MUP
82,114,,HLW/MUP
82,117,,HLW/MUP
82,133,,HLW/MUP
82,134,,HLW/MUP
82,149,,HLW/MUP
82,150,,HLW/MUP
82,153,,HLW/MUP
82,157,,HLW/MUP
82,158,,HLW/MUP
82,168,,HLW/MUP
82,171,,HLW/MUP
82,174,,HLW/MUP
82,188,,HLW/MUP
82,193,,HLW/MUP
82,195,,HLW/MUP
82,202,,HLW/MUP
82,213,,HLW/MUP
82,215,,HLW/MUP
82,232,,HLW/MUP
83,25,,
83,49,,
83,50,,
83,51,,
83,52,,
83,53,,
83,54,,
83,55,,
83,59,,
83,61,,
83,62,,
83,63,,
83,64,,
83,65,,
83,66,,
83,70,,
83,73,,
83,74,,
83,77,,
83,79,,
83,80,,
83,85,,
83,87,,
83,88,,
83,89,,
83,95,,
83,97,,
83,99,,
83,101,,
83,105,,
83,113,,
83,114,,
83,115,,
83,116,,
83,121,,
83,125,,
83,129,,
83,132,,
83,145,,
83,149,,
83,161,,
83,168,,
83,172,,
83,175,,
83,182,,
83,188,,
83,194,,
83,202,,
83,208,,
83,213,,
83,221,,
83,224,,
83,227,,
83,238,,
83,3,,12  Recorder LA/LE
84,3,,
84,5,,
84,6,,
84,11,,
84,12,,
84,13,,
84,14,,
84,15,,
84,16,,
84,18,,
84,19,,
84,21,,
84,24,,
84,26,,
84,27,,
84,30,,
84,32,,
84,33,,
84,40,,
84,41,,
84,43,,
84,48,,
84,49,,
84,50,,
84,51,,
84,52,,
84,54,,
84,55,,
84,56,,
84,57,,
84,58,,
84,59,,
84,61,,
84,62,,
84,63,,
84,64,,
84,65,,
84,66,,
84,70,,
84,71,,
84,80,,
84,101,,
84,103,,
84,105,,
84,106,,
84,107,,
84,108,,
84,109,,
84,110,,
84,114,,
84,115,,
84,116,,
84,117,,
84,127,,
84,129,,
84,134,,
84,135,,
84,140,,
84,143,,
84,144,,
84,150,,
84,157,,
84,167,,
84,168,,
84,169,,
84,170,,
84,174,,
84,176,,
84,181,,
84,185,,
84,192,,
84,195,,
84,197,,
84,199,,
84,201,,
84,202,,
84,207,,
84,213,,
84,215,,
84,222,,
84,225,,
84,226,,
84,229,,
84,232,,
84,239,,
85,30,,
85,33,,
85,36,,
85,39,,
85,40,,
85,49,,
85,50,,
85,52,,
85,53,,
85,54,,
85,55,,
85,57,,
85,61,,
85,62,,
85,63,,
85,64,,
85,65,,
85,66,,
85,69,,
85,73,,
85,88,,
85,94,,
85,101,,
85,109,,
85,113,,
85,118,,
85,121,,
85,127,,
85,128,,
85,129,,
85,131,,
85,149,,
85,150,,
85,151,,
85,152,,
85,174,,
85,178,,
85,180,,
85,181,,
85,182,,
85,183,,
85,185,,
85,188,,
85,192,,
85,193,,
85,195,,
85,196,,
85,201,,
85,202,,
85,203,,
85,204,,
85,207,,
85,208,,
85,209,,
85,221,,
85,223,,
85,226,,
85,230,,
85,232,,
85,3,,"3  Recorder H. Ball,"
86,8,,
86,12,,
86,13,,
86,16,,
86,33,,
86,35,,
86,36,,
86,39,,
86,40,,
86,49,,
86,51,,
86,52,,
86,53,,
86,54,,
86,55,,
86,56,,
86,57,,
86,59,,
86,61,,
86,62,,
86,63,,
86,64,,
86,65,,
86,66,,
86,70,,
86,71,,
86,73,,
86,74,,
86,76,,
86,77,,
86,80,,
86,114,,
86,167,,
86,178,,
86,182,,
86,184,,
86,185,,
86,196,,
86,207,,
86,209,,
86,211,,
86,213,,
86,221,,
86,231,,
86,237,,
86,3,,3  Recorder IW/HH
87,13,,
87,18,,
87,30,,
87,39,,
87,40,,
87,49,,
87,50,,
87,51,,
87,52,,
87,53,,
87,55,,
87,57,,
87,59,,
87,61,,
87,62,,
87,65,,
87,69,,
87,78,,
87,84,,
87,88,,
87,105,,
87,149,,
87,151,,
87,152,,
87,161,,
87,168,,
87,174,,
87,178,,
87,179,,
87,180,,
87,181,,
87,182,,
87,188,,
87,192,,
87,193,,
87,196,,
87,197,,
87,201,,
87,204,,
87,207,,
87,213,,
87,221,,
87,232,,
87,238,,
87,3,,3  Recorder Rachel Cowan
88,5,,HLW/MUP
88,6,,HLW/MUP
88,8,,HLW/MUP
88,11,,HLW/MUP
88,12,,HLW/MUP
88,13,,HLW/MUP
88,15,,HLW/MUP
88,16,,HLW/MUP
88,17,,HLW/MUP
88,18,,HLW/MUP
88,21,,HLW/MUP
88,22,,HLW/MUP
88,23,,HLW/MUP
88,26,,HLW/MUP
88,27,,HLW/MUP
88,30,,HLW/MUP
88,32,,HLW/MUP
88,33,,HLW/MUP
88,34,,HLW/MUP
88,35,,HLW/MUP
88,36,,HLW/MUP
88,39,,HLW/MUP
88,40,,HLW/MUP
88,41,,HLW/MUP
88,43,,HLW/MUP
88,45,,HLW/MUP
88,48,,HLW/MUP
88,50,,HLW/MUP
88,51,,HLW/MUP
88,52,,HLW/MUP
88,53,,HLW/MUP
88,54,,HLW/MUP
88,55,,HLW/MUP
88,57,,HLW/MUP
88,58,,HLW/MUP
88,59,,HLW/MUP
88,61,,HLW/MUP
88,62,,HLW/MUP
88,64,,HLW/MUP
88,70,,HLW/MUP
88,73,,HLW/MUP
88,84,,HLW/MUP
88,86,,HLW/MUP
88,89,,HLW/MUP
88,97,,HLW/MUP
88,100,,HLW/MUP
88,101,,HLW/MUP
88,102,,HLW/MUP
88,103,,HLW/MUP
88,107,,HLW/MUP
88,114,,HLW/MUP
88,116,,HLW/MUP
88,117,,HLW/MUP
88,132,,HLW/MUP
88,137,,HLW/MUP
88,138,,HLW/MUP
88,140,,HLW/MUP
88,145,,HLW/MUP
88,149,,HLW/MUP
88,150,,HLW/MUP
88,157,,HLW/MUP
88,158,,HLW/MUP
88,167,,HLW/MUP
88,168,,HLW/MUP
88,171,,HLW/MUP
88,174,,HLW/MUP
88,176,,HLW/MUP
88,178,,HLW/MUP
88,180,,HLW/MUP
88,181,,HLW/MUP
88,183,,HLW/MUP
88,184,,HLW/MUP
88,188,,HLW/MUP
88,189,,HLW/MUP
88,192,,HLW/MUP
